Source;Titre;Marque;Modèle;Année;Prix_DT;Kilométrage;Energie;Boite;Localisation;Puissance_Fiscale;Etat_Vehicule;Annonce-Deposee;Annonce-Detectee;Statut;Lien
automobile.tn;Audi A5 Coupé;Audi;A5 Coupé;2011.0;52000.0;275000.0;Essence;Traction;Tunis;10cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/audi/a5-coupe/125443
automobile.tn;Nissan Qashqai 1.2 DIG-T 16V 2WD S&S 115 cv;Nissan;Qashqai;2015.0;45500.0;197000.0;Essence;Traction;Tunis;6cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/nissan/qashqai/125219
automobile.tn;Land Rover Range Rover Evoque;Land rover;Range Rover Evoque;2014.0;77000.0;125000.0;Diesel;Traction;Tunis;11cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/land-rover/range-rover-evoque/124947
automobile.tn;Land Rover Range Rover Evoque;Land rover;Range Rover Evoque;2017.0;90000.0;159000.0;Diesel;Traction;Tunis;8cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/land-rover/range-rover-evoque/124770
automobile.tn;KIA Sportage EX 1.6 l T-GDI 7-DCT 180 cv Boîte auto;Kia;Sportage;2023.0;109000.0;91000.0;Essence;Traction;Tunis;10cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/kia/sportage/124737
automobile.tn;Porsche Cayenne Coupé E-Hybrid E-Hybrid 3.0 V6 24V 461 AWD 340 cv boite auto;Porsche;Cayenne Coupé;2021.0;380000.0;34000.0;Hybride rechargeable essence;Intégrale;Tunis;22cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/porsche/cayenne-coupe/124647
automobile.tn;Land Rover Range Rover Evoque P300e 1.5 Si4 12V 309 PHEV AWD BVA8 200 cv Boîte auto;Land rover;Range Rover Evoque;2021.0;158000.0;26000.0;Hybride rechargeable essence;Intégrale;Tunis;11cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/land-rover/range-rover-evoque/124619
automobile.tn;Fiat 500X 1.6 E-Torq 16V 4x2 110 cv;Fiat;500X;2017.0;49500.0;100000.0;Essence;Traction;Tunis;6cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/fiat/500x/124360
automobile.tn;Ford Ranger Raptor Raptor 2.0 EcoBlue 16V Pickup Double Cabine 4x4 213 cv Boîte auto;Ford;Ranger Raptor;2022.0;180000.0;100000.0;Diesel;Intégrale;Tunis;7cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/ford/ranger-raptor/124338
automobile.tn;Porsche Cayenne 3.6 DFI V6 SUV 290cv Tiptronic S Boîte auto;Porsche;Cayenne;2007.0;57000.0;230000.0;Essence;Traction;Tunis;21cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/porsche/cayenne/124258
automobile.tn;Land Rover Discovery;Land rover;Discovery;2015.0;82000.0;151000.0;Diesel;Traction;Tunis;9cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/land-rover/discovery/124255
automobile.tn;Honda CR-V 1.6 i-DTEC 16V FAP 120 cv;Honda;CR-V;2014.0;54000.0;143000.0;Diesel;Traction;Tunis;6cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/honda/cr-v/124194
automobile.tn;Mercedes-Benz Classe C;Mercedes-benz;Classe C;2016.0;94000.0;213000.0;Diesel;Traction;Tunis;9cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/123575
automobile.tn;Audi A5 Sportback S-Line 1.4 TSI 16V S-Tronic7 150 cv Boîte auto;Audi;A5 Sportback;2018.0;86000.0;190000.0;Essence;Traction;Tunis;8cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/audi/a5-sportback/123573
automobile.tn;BMW Série 5 Access 520i 2.0 16V 184 cv Boîte auto;Bmw;Série 5;2012.0;74000.0;180000.0;Essence;Propulsion;Tunis;10cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/bmw/serie-5/123438
automobile.tn;Land Rover Range Rover Sport SVR SVR SC 5.0 V8 32V 575 cv Boîte auto;Land rover;Range Rover Sport;2018.0;290000.0;170000.0;Essence;Traction;Tunis;44cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/land-rover/range-rover-sport/123436
automobile.tn;GWM Haval H6 1.5 T 150cv boite auto;Gwm;Haval H6;2022.0;94000.0;77000.0;Essence;Traction;Tunis;8cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/great-wall/h6/123112
automobile.tn;Mercedes-Benz CLA AMG 200 1.6 i 16V Turbo 7G-DCT 156 cv Boîte auto;Mercedes-benz;CLA;2013.0;74500.0;169000.0;Essence;Traction;Tunis;8cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/mercedes-benz/cla/122985
automobile.tn;BMW Série 1;Bmw;Série 1;2010.0;36500.0;260000.0;Diesel;Traction;Tunis;6cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/bmw/serie-1-5p/122890
automobile.tn;Volkswagen Golf 8 GTE GTE 1.4 TSi 16V 245 Plug in Hybrid DSG6 150 cv Boîte auto;Volkswagen;Golf 8;2021.0;99000.0;77000.0;Hybride rechargeable essence;Traction;Tunis;6cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/volkswagen/golf-8/122757
automobile.tn;Hyundai Bayon HG;Hyundai;Bayon;2023.0;72000.0;35000.0;Essence;Traction;Tunis;5cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/hyundai/bayon/122471
automobile.tn;Jeep Renegade Limited 1.4 L 4x2 140 cv Boîte auto;Jeep;Renegade;2018.0;67000.0;102000.0;Essence;Traction;Tunis;8cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/jeep/renegade/121934
automobile.tn;KIA Sportage 1.6 GDi CVVT 16V 4x2 132 cv Boite Auto;Kia;Sportage;2020.0;84000.0;85000.0;Essence;Traction;Tunis;8cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/kia/sportage/120968
automobile.tn;Fiat 500 Pop 1.2 MPi 8V 69 cv;Fiat;500;2019.0;41000.0;102000.0;Essence;Traction;Tunis;4cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/fiat/500/120958
automobile.tn;Chery Tiggo 3X Luxury 1.0 L Turbo CVT 102 cv Boîte auto;Chery;Tiggo 3X;2021.0;56000.0;37000.0;Essence;Traction;Tunis;6cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/chery/tiggo-3x/120863
automobile.tn;Volkswagen Golf 7 Highline 1.2 TSI 16V DSG7 110 cv Boîte auto;Volkswagen;Golf 7;2019.0;57500.0;130000.0;Essence;Traction;Tunis;6cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/volkswagen/golf-7/120632
automobile.tn;Mercedes-Benz Classe E AMG 200 2.0 CGI 16V 7G-TRONIC+ 184 cv Boîte auto;Mercedes-benz;Classe E;2016.0;128000.0;174000.0;Essence;Propulsion;Tunis;10cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/120287
automobile.tn;KIA XCeed EX 1.6 CRDi 16V DCT7 ISG 136 cv Boîte auto;Kia;XCeed;2022.0;79000.0;99000.0;Diesel;Traction;Tunis;7cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/kia/xceed/120164
automobile.tn;Hyundai Tucson High Grade 1.6 CRDi 16V Mild Hybrid 2WD DCT7 S&S 136 cv Boîte auto;Hyundai;Tucson;2021.0;130000.0;70000.0;Hybride léger diesel;Traction;Tunis;7cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/hyundai/tucson/119947
automobile.tn;Mercedes-Benz Classe E Avantgarde 220 CDi 2.1 CDI 16V DPF BlueEFFICIENCY 7G-TRONIC 170 cv Boîte auto;Mercedes-benz;Classe E;2010.0;47500.0;380000.0;Diesel;Propulsion;Tunis;10cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/119868
automobile.tn;Audi A3 Sportback S-Line 30 1.0 TFSI 12V S&S 110 cv;Audi;A3 Sportback;2020.0;88000.0;93000.0;Essence;Traction;Tunis;6cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/audi/a3-sportback/119773
automobile.tn;BMW Série 3 Business Line Plus 320i 2.0 16V 184 cv Boîte auto;Bmw;Série 3;2015.0;74000.0;77000.0;Essence;Propulsion;Tunis;10cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/bmw/serie-3/119073
automobile.tn;Land Rover Range Rover Sport Autobiography P400e 2.0 16V 404 Hybrid 300 cv Boîte auto;Land rover;Range Rover Sport;2019.0;205000.0;103000.0;Hybride rechargeable essence;Intégrale;Tunis;17cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/land-rover/range-rover-sport/118106
automobile.tn;Nissan X-trail 2.2 dCi 16V 4x4 136 cv;Nissan;X-trail;2004.0;35500.0;357000.0;Diesel;Intégrale;Tunis;9cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/nissan/x-trail/118105
automobile.tn;Ssangyong Tivoli Classy 1.2 T-GDi 12V 2WD 128 cv;Ssangyong;Tivoli;2021.0;68500.0;23000.0;Essence;Traction;Tunis;6cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/ssangyong/tivoli/116369
automobile.tn;Land Rover Range Rover Sport SVR SVR SC 5.0 V8 32V 550 cv Boîte auto;Land rover;Range Rover Sport;2015.0;150000.0;196000.0;Essence;Intégrale;Tunis;43cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/land-rover/range-rover-sport/116363
automobile.tn;Audi E-tron Advanced 50 Quattro 230 kwh 313 cv;Audi;E-tron;2020.0;135000.0;72000.0;Electrique;Intégrale;Tunis;12cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/audi/e-tron/114924
automobile.tn;Mercedes-Benz Classe E AMG 180 1.5 16V 9G-TRONIC 156 cv Boite auto;Mercedes-benz;Classe E;2018.0;129000.0;176000.0;Essence;Propulsion;Tunis;9cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/113745
automobile.tn;Peugeot 208 Access 1.2 VTi 12V 82 cv;Peugeot;208;2017.0;27500.0;112000.0;Essence;Traction;Ariana;5cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/peugeot/208/126903
automobile.tn;Suzuki Swift GL 1.2 L 85 cv Boîte auto;Suzuki;Swift;2022.0;39800.0;83000.0;Essence;Traction;Tunis;5cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/suzuki/swift/127752
automobile.tn;Volkswagen Polo Prestige;Volkswagen;Polo;2022.0;56000.0;95000.0;Essence;Traction;Tunis;4cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/volkswagen/polo/126759
automobile.tn;Mercedes-Benz Classe X 250 d 2.3 d 4x2 double cabine 16V 190 cv;Mercedes-benz;Classe X;2018.0;120000.0;158000.0;Diesel;Intégrale;Tunis;8cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/mercedes-benz/classe-x/118168
automobile.tn;Volkswagen Golf 8 Life 1.4 L TSI 150 cv Boîte auto;Volkswagen;Golf 8;2023.0;98000.0;74000.0;Essence;Traction;Tunis;8cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/volkswagen/golf-8/121848
automobile.tn;Audi A3 Berline Design 1.2 TSI 16V S-Tronic7 S&S 110 cv Boîte auto;Audi;A3 Berline;2019.0;68000.0;178000.0;Essence;Traction;Tunis;6cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/audi/a3-berline/116712
automobile.tn;BMW X5 Business Line Plus;Bmw;X5;2020.0;250000.0;112000.0;Diesel;Intégrale;Tunis;14cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/bmw/x5/107786
automobile.tn;BMW Série 1 Pack M 116i 1.5 i 12V DCT7 109 cv Boîte auto;Bmw;Série 1;2025.0;145000.0;21000.0;Essence;Traction;Tunis;6cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/bmw/serie-1-5p/127424
automobile.tn;Audi A1 Sportback;Audi;A1 Sportback;2025.0;83000.0;59000.0;Essence;Traction;Tunis;6cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/audi/a1-sportback/126709
automobile.tn;DFSK Glory 500 MT;Dfsk;Glory 500;2025.0;65000.0;8000.0;Essence;Traction;Tunis;7cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/dfsk/glory-500/123796
automobile.tn;Fiat Linea Comfort 1.4 i 77cv;Fiat;Linea;2011.0;28000.0;203000.0;Essence;Traction;Tunis;6cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/fiat/linea/124482
automobile.tn;BMW Série 1 Sport Line 114i 1.6 i 16V 102 cv;Bmw;Série 1;2013.0;42000.0;180000.0;Essence;Propulsion;Tunis;7cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/bmw/serie-1-5p/120514
automobile.tn;Porsche Cayenne;Porsche;Cayenne;2016.0;185000.0;114000.0;Diesel;Intégrale;Tunis;15cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/porsche/cayenne/128110
automobile.tn;Hyundai i20 High Grade 1.0 T-GDI 12V GPF DCT7 100 cv Boîte auto;Hyundai;i20;2023.0;62000.0;80000.0;Essence;Traction;Tunis;5cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/hyundai/i20/127369
automobile.tn;Land Rover Range Rover Sport HSE Dynamic SC 3.0 V6 24V 340 cv Boîte auto;Land rover;Range Rover Sport;2021.0;280000.0;90000.0;Essence;Intégrale;Tunis;25cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/land-rover/range-rover-sport/113992
automobile.tn;Jaguar XF Pure 2.0 Ti 16V 240 cv Boîte auto;Jaguar;XF;2016.0;83000.0;107000.0;Essence;Propulsion;Tunis;15cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/jaguar/xf/125252
automobile.tn;Land Rover Range Rover Sport Autobiography 3.0 TDV6 24V DPF 248 cv Boîte auto;Land rover;Range Rover Sport;2013.0;118000.0;70000.0;Diesel;Intégrale;Tunis;15cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/land-rover/range-rover-sport/125944
automobile.tn;Seat Ibiza FR 1.0 L TSI 115 cv Boîte auto;Seat;Ibiza;2023.0;66000.0;98000.0;Essence;Traction;Tunis;6cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/seat/ibiza/125300
automobile.tn;Volkswagen Tiguan R-Line 1.4 TSI 16V DSG6 150 cv Boîte auto;Volkswagen;Tiguan;2018.0;119000.0;103000.0;Essence;Traction;Tunis;8cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/volkswagen/tiguan/128111
automobile.tn;Cupra Formentor Exclusive 2.0 TSI 16V DSG 7 190 cv Boîte auto;Cupra;Formentor;2024.0;112000.0;69000.0;Essence;Traction;Tunis;11cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/cupra/formentor/120391
automobile.tn;Toyota C-HR 1.2 L 116 cv Boîte auto;Toyota;C-HR;2021.0;77500.0;98400.0;Essence;Traction;Ariana;6cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/toyota/c-hr/128270
automobile.tn;Renault Clio Dynamique 1.5 dCi FAP Energy eco2 S&S 90 cv;Renault;Clio;2016.0;33000.0;220000.0;Diesel;Propulsion;Ariana;5cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/renault/clio/128269
automobile.tn;Audi Q8 50 3.0 TDI V6 24V Mild Hybrid Quattro Tiptronic8 286 cv Boîte auto;Audi;Q8;2020.0;260000.0;160000.0;Hybride léger diesel;Intégrale;Tunis;18cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/audi/q8/128268
automobile.tn;KIA Sportage Signature 1.7 CRDi VGT 16V 4x2 115 cv;Kia;Sportage;2017.0;67000.0;196000.0;Diesel;Traction;Monastir;6cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/kia/sportage/127437
automobile.tn;BMW Série 7 Pure Excellence 730Li 2.0 i 265 Berline 16V Automatic 265 cv Boîte auto;Bmw;Série 7;2022.0;270000.0;111000.0;Essence;Propulsion;Ariana;16cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/bmw/serie-7/126358
automobile.tn;Peugeot 208 Active Pack 1.2 PureTech 12V S&S 75 cv;Peugeot;208;2022.0;37500.0;77000.0;Essence;Traction;Bizerte;5cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/peugeot/208/127913
automobile.tn;Peugeot 208 Active Pack 1.2 PureTech 12V S&S 75 cv;Peugeot;208;2022.0;38000.0;69000.0;Essence;Traction;Bizerte;5cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/peugeot/208/127983
automobile.tn;KIA Rio 5p Prestige 1.2 i-CVVT 16V ISG 84 cv;Kia;Rio 5p;2022.0;49800.0;90000.0;Essence;Traction;Bizerte;5cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/kia/rio-5p/127085
automobile.tn;Toyota Corolla;Toyota;Corolla;2021.0;62200.0;86500.0;Essence;Traction;La Manouba;6cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/toyota/corolla-5p/128267
automobile.tn;DS 3 Sport Chic 1.4 L VTi 95 95 cv;Ds;3;2013.0;25700.0;256413.0;Essence;Traction;Tunis;5cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/ds/3/128192
automobile.tn;Hyundai Tucson 1.6 l GDI 132 cv Boîte auto;Hyundai;Tucson;2020.0;84000.0;60200.0;Essence;Traction;Tunis;8cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/hyundai/tucson/128014
automobile.tn;Ford Kuga SE 1.5 SCTi EcoBoost 16V 4x2 S&S 150 cv;Ford;Kuga;2019.0;45000.0;184000.0;Essence;Traction;Ariana;8cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/ford/kuga/127537
automobile.tn;KIA Rio 5p SX 1.2 i-CVVT 16V ISG 84 cv;Kia;Rio 5p;2021.0;56000.0;26521.0;Essence;Traction;Sousse;5cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/kia/rio-5p/128115
automobile.tn;Dacia Sandero 1.0 L TCe 100 cv;Dacia;Sandero;2023.0;55000.0;49000.0;Essence;Traction;Tunis;5cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/dacia/sandero/127728
automobile.tn;MG 4 Luxury+;Mg;4;2025.0;75000.0;8000.0;Electrique;Propulsion;Tunis;5cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/mg/4/127943
automobile.tn;Honda Accord Coupé EX;Honda;Accord Coupé;2006.0;34500.0;192000.0;Essence;Traction;Ben Arous;12cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/honda/accord-coupe/124214
automobile.tn;KIA Sportage 1.6 GDi CVVT 16V 4x2 132 cv Boite Auto;Kia;Sportage;2019.0;76000.0;108000.0;Essence;Traction;Gafsa;8cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/kia/sportage/127162
automobile.tn;GWM Haval H6 Luxury 1.5 T 143cv boite auto;Gwm;Haval H6;2020.0;70000.0;94000.0;Essence;Traction;Sfax;9cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/great-wall/h6/111414
automobile.tn;Hyundai Grand i10 GLS 1.2 87cv;Hyundai;Grand i10;2016.0;33000.0;220000.0;Essence;Traction;Ben Arous;5cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/hyundai/grand-i10/128084
automobile.tn;Isuzu D-Max Double Cabine;Isuzu;D-Max Double Cabine;2020.0;74000.0;90000.0;Diesel;Propulsion;Ben Arous;10cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/isuzu/d-max-dc/127473
automobile.tn;Mercedes-Benz GLC Coupé AMG 220 d 2.1 d 16V 4MATIC 9G-Tronic 170 cv Boîte auto;Mercedes-benz;GLC Coupé;2016.0;125000.0;128000.0;Diesel;Intégrale;Ben Arous;9cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/mercedes-benz/glc-coupe/127432
automobile.tn;Peugeot 3008 Gt 1.6 THP 16V 300 Hybrid4 EAT8 200 cv Boîte auto;Peugeot;3008;2022.0;108000.0;96000.0;Hybride rechargeable essence;Intégrale;Ben Arous;11cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/peugeot/3008/127349
automobile.tn;Mercedes-Benz CLA AMG Edition 1 180 1.6 i 16V Turbo 7G-DCT 122 cv Boîte auto;Mercedes-benz;CLA;2014.0;74000.0;170000.0;Essence;Propulsion;Ben Arous;8cv;;2026-07-13;2026-07-13;;https://www.automobile.tn/fr/occasion/mercedes-benz/cla/127079
